,price,total_square,rooms,floor
1151,14900000,52,2,3
1152,16800000,59,3,3
1153,12527461,38,1,17
1154,4500000,14,1,1
1155,34851780,66,2,19
1156,12766415,37,1,10
1157,21750000,79,3,12
1158,9300000,54,2,6
1159,12500000,45,2,5
1160,31900000,70,2,12
1161,24000000,83,3,5
1162,12988456,49,2,21
1163,14300000,36,1,10
1164,17000000,43,1,3
1165,12000000,39,1,13
1166,10200000,57,3,7
1167,10700000,56,2,9
1168,33350000,45,2,11
1169,28871200,95,4,24
1170,34816688,99,3,25
1171,10283640,33,1,8
1172,33414710,72,3,18
1173,24990000,102,4,9
1174,29869999,53,1,4
1175,12000000,69,3,3
1176,36000000,113,3,4
1177,12800000,75,2,11
1178,20500000,51,2,7
1179,8600000,32,2,6
1180,16697886,79,4,11
1181,14850000,63,3,10
1182,32160000,67,2,2
1183,28000000,58,2,3
1184,12600000,63,3,5
1185,18500000,79,2,1
1186,15500000,72,3,1
1187,10300000,43,2,1
1188,35000000,92,3,22
1189,42000000,101,3,3
1190,22708504,34,1,16
1191,29500000,70,3,3
1192,9937166,31,1,24
1193,34000000,75,3,4
1194,11207064,46,2,10
1195,10484000,43,2,4
1196,4950000,37,1,1
1197,25887600,79,3,13
1198,13100000,46,2,4
1199,17500000,38,2,1
1200,47360000,98,3,15
1201,37400000,101,3,4
1202,14500000,74,3,1
1203,26200000,72,3,6
1204,14490000,55,2,3
1205,7700000,36,1,1
1206,18950000,54,2,4
1207,12800000,46,2,5
1208,8851080,26,1,5
1209,10700000,56,2,1
1210,30000000,115,3,8
1211,11750000,48,2,6
1212,44997360,104,3,12
1213,14368106,44,2,14
1214,14700000,44,2,2
1215,24500000,62,2,6
1216,17110820,67,2,6
1217,15000000,60,3,7
1218,10500000,47,2,8
1219,14493840,46,2,3
1220,14990000,53,2,9
1221,13500000,62,3,3
1222,13500000,50,2,10
1223,4750000,29,1,13
1224,16266069,71,2,12
1225,19400000,83,3,16
1226,40000000,98,4,6
1227,11844954,41,1,12
1228,11855690,34,1,8
1229,5850000,44,2,1
1230,12066698,54,2,8
1231,8450000,65,3,3
1232,26136000,45,1,13
1233,7220000,47,2,7
1234,27760500,70,2,3
1235,33340000,62,2,12
1236,18650000,74,3,4
1237,15500000,62,2,1
1238,12588660,50,3,11
1239,9150000,41,2,3
1240,22000000,79,2,13
1241,33334190,95,3,2
1242,37942407,70,2,11
1243,7250000,38,1,8
1244,6000000,35,1,2
1245,42550000,67,4,3
1246,12400000,40,2,9
1247,14600000,53,2,6
1248,38500000,120,3,6
1249,13700000,62,4,7
1250,30000000,73,2,16
1251,21400272,76,4,18
1252,12300000,38,1,23
1253,37000000,85,4,3
1254,16800000,69,3,5
1255,33500000,57,2,10
1256,9227361,53,2,21
1257,18700000,52,2,6
1258,17000000,55,3,2
1259,8450000,34,1,3
1260,6500000,30,1,4
1261,25000000,49,2,7
1262,28937864,46,1,16
1263,17990000,40,2,15
1264,9700000,30,1,2
1265,40490000,89,3,6
1266,10500000,65,3,8
1267,17950000,43,2,3
1268,10941267,35,2,13
1269,14738504,66,2,4
1270,7900000,62,3,5
1271,23718422,72,3,6
1272,19591837,70,2,18
1273,15500000,52,2,1
1274,18999000,60,2,3
1275,8300000,37,1,5
1276,7500000,30,1,2
1277,12500000,65,2,22
1278,14900000,53,2,10
1279,35990000,121,4,9
1280,8899000,35,1,23
1281,11700000,41,2,8
1282,16019250,79,2,5
1283,19300000,39,1,24
1284,26200000,113,4,3
1285,21500000,60,3,2
1286,5650000,42,1,6
1287,47000000,101,3,7
1288,7800000,33,1,7
1289,24000000,67,2,13
1290,15665980,62,3,3
1291,9600000,34,1,2
1292,13500000,58,2,12
1293,35000000,85,3,5
1294,19340204,46,1,4
1295,9900000,52,2,17
1296,13100000,77,3,7
1297,8000000,55,2,8
1298,27333456,88,3,6
1299,8700000,40,1,4
1300,13000000,83,3,11
1301,13430822,27,1,29
1302,11500000,35,1,10
1303,46914120,103,3,7
1304,18500000,63,2,7
1305,13700000,44,2,9
1306,7500000,42,2,2
1307,24800000,66,3,3
1308,40900000,70,3,2
1309,9282000,25,1,16
1310,22795400,77,2,4
1311,7660203,25,1,27
1312,7857899,35,1,7
1313,33539970,72,2,23
1314,41200000,108,3,17
1315,16800000,50,2,1
1316,8600000,48,1,2
1317,12900000,58,2,13
1318,34580000,64,2,21
1319,12700000,44,2,8
1320,15400000,44,2,3
1321,6500000,32,1,6
1322,12500000,58,3,7
1323,25363200,66,2,4
1324,10275016,37,2,8
1325,20922392,81,3,11
1326,17400000,46,2,4
1327,8300000,44,2,7
1328,6100000,37,2,6
1329,17000000,60,2,11
1330,11950000,55,2,8
1331,15900000,44,1,16
1332,18529356,58,2,4
1333,5450000,31,1,1
1334,6650000,53,2,13
1335,8800000,46,2,4
1336,9800000,35,1,5
1337,46500000,87,3,3
1338,7400000,40,1,9
1339,13312401,51,2,6
1340,11500000,80,3,4
1341,15700000,52,2,5
1342,10000000,40,1,8
1343,28000000,99,4,4
1344,7900000,38,1,6
1345,33500000,67,3,8
1346,21780000,39,1,2
1347,29000000,78,1,16
1348,13200000,52,2,1
1349,37150000,74,3,6
1350,26990000,99,3,7
1351,19999000,58,2,12
1352,14500000,66,2,1
1353,18000000,68,3,3
1354,41900000,93,3,10
1355,10700000,46,2,1
1356,25000000,67,2,9
1357,8470000,48,2,1
1358,21635677,73,4,18
1359,7321280,25,1,16
1360,11500000,74,3,5
1361,24000000,75,3,2
1362,9800000,58,2,1
1363,11490000,45,2,4
1364,5150000,40,1,4
1365,9200000,41,1,12
1366,6085918,29,1,11
1367,14650000,67,2,14
1368,32308918,66,2,4
1369,6350000,39,1,2
1370,17779060,76,3,7
1371,18000000,59,2,13
1372,12400000,69,3,8
1373,24900000,101,4,10
1374,5600000,34,1,12
1375,15000000,75,2,2
1376,14940041,61,3,16
1377,26900000,99,3,6
1378,6100000,32,1,8
1379,15600000,61,2,7
1380,13900000,65,3,8
1381,16330034,62,4,5
1382,17479935,43,1,9
1383,11635000,60,2,6
1384,7120755,20,1,11
1385,16530999,38,1,7
1386,15150000,63,2,17
1387,24477210,75,2,4
1388,9700000,45,2,9
1389,17500000,50,1,14
1390,11100000,32,1,5
1391,15850000,82,3,17
1392,11200000,82,3,2
1393,11042582,46,2,7
1394,17850000,74,3,9
1395,8650776,41,1,4
1396,12933333,56,2,7
1397,11300000,39,2,5
1398,8800000,37,1,6
1399,23201407,67,2,2
1400,12821560,61,2,2
1401,25350000,54,2,3
1402,6900000,50,3,3
1403,8900000,45,2,3
1404,18000000,34,1,14
1405,24506638,62,2,16
1406,26900000,81,3,12
1407,15500000,54,2,17
1408,28000000,71,2,14
1409,46890000,89,2,8
1410,5905978,26,1,6
1411,7800000,45,2,2
1412,14845097,39,1,12
1413,31000000,52,1,6
1414,8800000,53,2,2
1415,26500000,63,2,6
1416,25500000,50,2,19
1417,14857778,62,3,14
1418,11500000,70,3,6
1419,9900000,36,1,12
1420,12301091,63,3,7
1421,7400000,38,1,1
1422,14500000,90,3,11
1423,8850000,50,1,10
1424,10834360,39,2,8
1425,12000000,48,2,11
1426,11000000,36,1,12
1427,9800000,44,1,17
1428,16500000,57,3,8
1429,26365200,69,2,9
1430,16700000,61,3,8
1431,33000000,73,2,4
1432,25000000,111,5,14
1433,12977898,47,2,4
1434,15409926,76,3,11
1435,9000000,32,1,3
1436,14850000,83,3,7
1437,30076705,53,2,20
1438,13755307,42,1,15
1439,17293359,55,2,20
1440,40000000,76,3,4
1441,15304839,55,2,22
1442,7600000,33,1,8
1443,13196700,38,1,25
1444,6500000,35,1,9
1445,8000000,54,2,3
1446,11200000,42,1,2
1447,10416703,36,1,12
1448,16750000,33,1,8
1449,11700000,74,3,15
1450,12400000,58,3,3
1451,21000000,38,2,2
1452,11650000,60,3,9
1453,18000000,59,1,5
1454,12550000,66,2,11
1455,7069552,22,1,14
1456,33900000,93,3,13
1457,42000000,84,2,9
1458,18900000,56,2,7
1459,20500000,75,3,12
1460,12027750,37,1,13
1461,11700000,32,1,3
1462,16000000,44,2,5
1463,23821425,67,3,9
1464,6000000,29,1,6
1465,8400000,37,1,15
1466,16631274,39,1,11
1467,7693800,35,1,6
1468,7350000,33,1,5
1469,16000000,84,3,4
1470,21900000,40,1,4
1471,10500000,39,1,20
1472,24700000,85,3,2
1473,20200000,63,4,2
1474,10903007,44,2,2
1475,13000000,60,3,4
1476,6200000,27,1,4
1477,18950000,43,1,19
1478,7402835,24,1,19
1479,16500000,75,3,7
1480,13717461,39,2,14
1481,16000000,37,1,4
1482,29318000,68,3,26
1483,8474818,25,1,12
1484,42000000,84,2,6
1485,8450000,42,1,5
1486,17890100,29,1,11
1487,32617700,74,2,20
1488,16500000,73,3,12
1489,15800000,41,1,11
1490,42745600,66,3,13
1491,13000000,51,2,2
1492,8595563,33,1,6
1493,28336340,81,2,9
1494,12308758,58,3,5
1495,21500000,54,1,2
1496,44000000,101,4,21
1497,12000000,44,2,3
1498,8650000,42,2,3
1499,9699000,33,1,4
1500,16500000,65,3,6
1501,11500000,59,3,8
1502,7572344,19,1,9
1503,11500000,65,3,4
1504,17614852,51,2,9
1505,45000000,111,3,11
1506,14500000,55,2,4
1507,20085960,70,3,2
1508,12100000,54,2,4
1509,11751602,27,1,18
1510,12897901,49,2,4
1511,8100000,56,3,1
1512,20000000,49,2,1
1513,16999000,77,3,3
1514,31153266,74,3,18
1515,14000000,76,3,5
1516,14999000,53,2,8
1517,13500000,38,1,9
1518,14050000,63,4,2
1519,6700000,34,1,6
1520,25000000,81,3,6
1521,12950000,57,3,1
1522,15999000,53,2,6
1523,10250000,43,2,5
1524,19000000,72,3,9
1525,13200000,52,2,6
1526,13800000,63,4,5
1527,6400000,45,2,10
1528,11321950,61,2,9
1529,39000000,67,2,8
1530,25900000,64,3,9
1531,10990000,45,2,5
1532,12386664,77,3,2
1533,9800000,40,2,6
1534,13734028,60,3,6
1535,13500000,63,3,5
1536,33031864,67,2,21
1537,10100000,58,2,11
1538,7500000,37,1,9
1539,16000000,52,2,1
1540,17200000,74,3,10
1541,18500000,83,3,1
1542,13990000,56,2,1
1543,15793410,49,2,7
1544,23200000,37,1,12
1545,14300000,47,2,2
1546,9450000,48,1,8
1547,25950000,48,1,15
1548,12600000,83,3,3
1549,15399300,55,2,23
1550,39357407,101,4,3
1551,18107868,73,4,3
1552,13200000,51,2,13
1553,13450000,65,2,17
1554,14869213,42,2,11
1555,10000000,41,1,3
1556,42000000,111,5,1
1557,7999999,41,1,2
1558,18500000,33,1,3
1559,9000000,55,2,8
1560,11000000,64,2,12
1561,12700000,37,2,11
1562,16900000,52,2,6
1563,13900000,48,2,3
1564,12500000,54,3,2
1565,16599999,40,2,5
1566,14000000,50,3,5
1567,8500000,33,1,10
1568,13500000,44,2,9
1569,47000000,91,3,7
1570,11344450,42,1,28
1571,21200000,57,3,4
1572,16098426,62,3,3
1573,16120257,42,1,14
1574,24810085,103,3,3
1575,10100000,45,2,1
1576,9800000,38,1,15
1577,17712232,65,2,15
1578,7100000,34,1,14
1579,12165700,33,1,25
1580,12500000,58,2,22
1581,39700000,88,3,3
1582,8700000,30,1,6
1583,13000000,44,2,2
1584,11700000,34,1,4
1585,11400000,38,1,6
1586,45000000,98,3,9
1587,9500000,52,2,5
1588,7500000,39,1,13
1589,18990000,52,2,17
1590,8200000,43,1,10
1591,13100000,43,2,13
1592,11238420,35,2,23
1593,5700000,35,2,5
1594,9000000,52,2,3
1595,9300000,32,1,4
1596,10650000,45,2,3
1597,22937100,76,3,14
1598,9500000,60,3,21
1599,17280000,97,4,3
1600,22500000,84,3,16
1601,9700000,46,2,10
1602,13500000,51,2,10
1603,7200000,34,1,14
1604,13750252,61,3,3
1605,21500000,43,1,20
1606,16000000,74,3,6
1607,13051291,38,1,24
1608,13479864,33,1,6
1609,15200000,47,2,11
1610,12500000,62,2,2
1611,9900000,45,2,4
1612,14500000,80,3,17
1613,5400000,35,1,3
1614,9590000,32,1,5
1615,24900000,56,2,16
1616,11200000,35,1,12
1617,28773996,82,3,2
1618,34000000,86,3,21
1619,14650000,36,1,2
1620,12085804,40,2,4
1621,32500000,74,3,2
1622,27000000,99,3,11
1623,35411680,75,2,24
1624,13700000,54,2,3
1625,17200000,68,2,16
1626,28900000,48,2,5
1627,9690000,47,2,5
1628,13661725,83,3,14
1629,16200000,68,3,4
1630,9200000,51,2,17
1631,13900000,52,2,13
1632,25900000,42,2,28
1633,8837787,28,1,24
1634,27800000,82,3,4
1635,26821913,44,1,4
1636,12700000,33,1,2
1637,12466586,57,2,3
1638,14900000,75,3,14
1639,11500000,43,2,5
1640,15500000,52,2,10
1641,15450000,73,3,3
1642,19132378,26,1,9
1643,22500000,59,2,7
1644,9500000,37,1,4
1645,13500000,47,2,11
1646,11990000,45,2,3
1647,25900000,65,2,3
1648,13500000,74,3,14
1649,14400000,65,2,14
1650,19500000,108,1,17
1651,8990000,37,1,6
1652,23450000,72,3,3
1653,17829065,65,3,13
1654,28000000,72,2,3
1655,14500000,42,2,2
1656,12300000,38,1,9
1657,11900000,43,2,3
1658,8700000,56,2,1
1659,18500000,80,3,20
1660,9200000,36,1,4
1661,18204404,37,2,14
1662,7799000,32,1,2
1663,13990000,64,2,5
1664,10950000,58,3,9
1665,14200000,63,3,11
1666,13300000,38,2,3
1667,7000000,44,2,8
1668,4445183,28,1,1
1669,11500000,69,3,15
1670,7800000,36,1,2
1671,18322471,73,4,6
1672,23500000,63,3,2
1673,45300000,106,2,13
1674,15500000,64,3,9
1675,6850000,31,1,2
1676,14954900,46,2,2
1677,15950000,46,2,2
1678,34958000,49,1,13
1679,9000000,44,2,3
1680,15000000,52,2,12
1681,10500000,41,1,16
1682,8577546,24,1,15
1683,11100000,24,1,5
1684,15490000,82,3,15
1685,34900000,103,3,19
1686,6267699,51,2,1
1687,14991870,32,1,23
1688,38000000,108,3,21
1689,12500000,43,2,4
1690,6599000,37,1,8
1691,16526260,38,1,9
1692,17000000,54,3,3
1693,21000000,44,2,3
1694,21148375,62,2,18
1695,17500000,58,3,20
1696,12600000,42,1,20
1697,11500000,38,1,7
1698,17250000,55,2,15
1699,41055836,68,2,10
1700,11900000,74,2,19
1701,12100000,45,2,5
1702,22300000,76,3,2
1703,46367100,118,5,22
1704,13000000,67,2,16
1705,17000000,56,2,12
1706,36714836,77,3,8
1707,19000000,61,2,17
1708,29500000,70,2,7
1709,23309110,41,1,5
1710,36200619,91,3,12
1711,16936017,38,1,20
1712,16900000,72,3,4
1713,10300000,28,1,2
1714,16366800,59,2,9
1715,14499999,36,1,8
1716,8133892,28,1,6
1717,14800000,39,2,4
1718,13000000,69,2,19
1719,8900000,38,1,1
1720,26133670,43,1,2
1721,31750000,108,3,13
1722,15800000,48,2,1
1723,9750000,77,3,16
1724,9400000,44,2,5
1725,39500000,93,3,13
1726,16000000,43,1,11
1727,19038146,58,2,17
1728,18300000,72,3,5
1729,27000000,79,3,21
1730,20905600,64,2,8
1731,8990000,46,1,2
1732,7731640,37,1,4
1733,5800000,43,1,14
1734,12150000,87,2,15
1735,7488128,26,1,2
1736,22383970,91,1,7
1737,9916251,31,1,11
1738,9300000,35,1,6
1739,6500000,54,3,8
1740,8000000,49,2,9
1741,22000000,109,4,5
1742,15000000,65,3,7
1743,9200000,60,2,25
1744,36421052,53,1,6
1745,17950000,74,3,2
1746,21600000,62,3,6
1747,16990000,56,2,16
1748,19071831,65,2,4
1749,14950000,67,3,2
1750,17500000,51,2,1
1751,16800000,76,3,3
1752,8200000,47,2,20
1753,12200000,41,2,4
1754,21238821,44,2,20
1755,16142400,48,2,19
1756,10900000,23,1,2
1757,26000000,62,2,17
1758,24800000,96,3,11
1759,8500000,23,1,10
1760,6100000,29,1,1
1761,14300000,35,1,3
1762,18000000,73,3,13
1763,13000000,45,2,1
1764,26262500,104,3,12
1765,22600108,62,2,6
1766,13000000,44,2,9
1767,14855205,40,1,2
1768,11400000,59,3,5
1769,10077203,62,3,2
1770,31000000,114,3,2
1771,12500000,46,2,5
1772,17300000,30,1,7
1773,8990000,40,1,1
1774,21996122,62,2,3
1775,17450000,77,2,3
1776,12000000,45,1,5
1777,13650000,59,3,9
1778,16196055,37,1,6
1779,14231515,62,4,9
1780,10570998,37,1,5
1781,7600000,28,1,2
1782,5830890,38,2,1
1783,7600000,42,2,20
1784,8000000,39,1,7
1785,20100000,40,1,14
1786,16500000,69,2,18
1787,11300000,54,2,2
1788,6620000,53,2,5
1789,7500000,56,2,19
1790,24800000,106,3,4
1791,7450000,52,2,2
1792,13750000,64,3,9
1793,14500000,77,3,14
1794,7100000,36,1,3
1795,8990000,54,2,6
1796,12000000,43,2,9
1797,13900000,34,1,1
1798,21600000,64,2,5
1799,22000000,89,3,5
1800,6715416,30,1,3
1801,17000000,74,3,4
1802,7350000,32,1,1
1803,10490000,41,1,5
1804,14700000,60,3,10
1805,5500000,32,1,8
1806,13800000,52,2,13
1807,15700000,61,2,17
1808,12900000,46,2,9
1809,25250000,56,2,14
1810,27266580,87,3,2
1811,7012123,35,1,12
1812,7899810,24,1,12
1813,26000000,50,2,14
1814,17026829,80,3,3
1815,13861785,53,2,5
1816,13330801,51,2,12
1817,22209330,81,3,15
1818,31900000,85,3,7
1819,11500000,43,2,3
1820,14800000,60,3,7
1821,10900000,32,1,1
1822,11168000,34,1,17
1823,12884149,49,2,17
1824,10900000,38,2,6
1825,6250000,29,1,5
1826,15073970,72,3,4
1827,20900000,80,3,5
1828,10500000,72,2,12
1829,8488417,24,1,10
1830,13199000,80,3,8
1831,13500000,75,3,10
1832,11910000,39,1,8
1833,5400000,43,2,1
1834,8400000,56,2,2
1835,12700000,60,3,3
1836,5000000,24,1,1
1837,14000000,51,3,2
1838,23000000,63,2,4
1839,13626141,61,3,13
1840,8000000,34,1,2
1841,9279642,47,2,16
1842,7616446,24,1,10
1843,8950000,57,2,4
1844,6950000,41,1,18
1845,27328986,62,2,4
1846,17300000,36,1,11
1847,14000000,54,2,14
1848,11000000,58,2,4
1849,9500000,41,1,12
1850,12750000,46,2,4
1851,13900000,38,2,7
1852,9500000,35,1,2
1853,14120000,64,3,10
1854,32000000,76,3,2
1855,7950000,32,1,15
1856,12031999,41,1,8
1857,8915000,59,2,3
1858,29731200,39,1,9
1859,16650000,72,3,1
1860,16000000,54,2,8
1861,24000000,70,2,2
1862,37050840,60,1,9
1863,17900000,34,1,4
1864,10800000,37,1,1
1865,12000000,33,1,20
1866,7400000,32,1,2
1867,20500000,72,3,1
1868,9850000,64,3,1
1869,14030862,53,3,13
1870,14150000,51,3,7
1871,33630000,105,4,5
1872,22250000,71,3,6
1873,9000000,38,1,2
1874,7861174,28,1,13
1875,28550000,46,1,5
1876,27085476,53,2,23
1877,16600000,72,3,1
1878,5700000,41,2,5
1879,12500000,56,2,17
1880,13000000,80,3,18
1881,13500000,51,2,15
1882,13532000,59,2,11
1883,18500000,84,3,9
1884,13914211,35,1,25
1885,23800000,61,2,3
1886,23243173,97,4,24
1887,8900000,39,1,2
1888,16980000,57,2,2
1889,6900000,38,1,17
1890,18500000,40,1,6
1891,17437225,86,3,18
1892,10697649,35,2,2
1893,20000000,56,2,4
1894,15018770,59,3,7
1895,12749000,46,2,12
1896,11990000,38,2,1
1897,14342952,51,2,10
1898,31000000,61,2,3
1899,38000000,41,1,24
1900,10500000,33,1,15
1901,17000000,105,3,14
1902,22300000,74,3,9
1903,15651403,56,2,21
1904,15783609,39,1,9
1905,15950000,51,2,4
1906,11400000,61,2,16
1907,12900000,52,2,12
1908,17699200,74,3,12
1909,26247000,67,2,10
1910,22445308,51,1,9
1911,8000000,42,2,4
1912,12260045,69,4,15
1913,5200000,17,1,1
1914,24450000,65,2,17
1915,9899828,36,1,5
1916,8333534,23,1,14
1917,12000000,54,3,4
1918,14560802,62,3,15
1919,11800000,60,2,9
1920,18500000,58,3,8
1921,35023608,66,3,7
1922,9105054,35,1,9
1923,5400000,38,1,12
1924,10700000,54,2,16
1925,8900000,30,1,1
1926,10454400,32,1,4
1927,6800000,27,1,1
1928,43096940,87,2,5
1929,11700000,38,2,8
1930,13475550,73,2,10
1931,16954765,47,2,11
1932,28000000,90,3,12
1933,12332600,38,1,15
1934,14990000,75,3,14
1935,14200000,62,3,10
1936,25500000,50,1,13
1937,9299305,30,1,10
1938,24059504,74,2,7
1939,14811877,61,4,11
1940,11533418,38,2,5
1941,10300000,63,2,5
1942,11018929,39,2,9
1943,34962240,63,2,23
1944,29500000,106,4,9
1945,6200000,39,1,10
1946,10817409,58,2,7
1947,26623430,108,2,2
1948,17010880,54,2,15
1949,10950000,42,2,2
1950,17500000,69,3,6
1951,15900000,60,2,10
1952,17500000,66,2,5
1953,18000000,62,2,5
1954,15700000,106,3,12
1955,34548110,98,3,19
1956,35560000,68,3,19
1957,7011058,21,1,3
1958,42601130,96,3,16
1959,33219310,96,3,15
1960,29990000,106,3,4
1961,15500000,54,2,7
1962,9500000,72,2,2
1963,10990000,82,3,9
1964,14400000,55,2,21
1965,13000000,73,2,6
1966,18700000,38,1,3
1967,17449815,74,3,6
1968,24000000,83,3,2
1969,19142964,40,1,19
1970,8272971,23,1,12
1971,17652960,53,2,25
1972,13000000,38,1,6
1973,9138470,29,1,14
1974,8300000,43,1,5
1975,18000000,74,3,3
1976,17200000,65,3,8
1977,17100000,84,3,12
1978,41542320,71,2,9
1979,13150000,44,2,4
1980,29900000,64,2,2
1981,13650000,64,2,8
1982,23730502,65,2,29
1983,14500000,51,2,9
1984,10990000,38,2,12
1985,27475130,85,3,3
1986,10947693,44,2,17
1987,18900000,64,3,13
1988,22747000,70,2,2
1989,6000000,42,1,15
1990,14733400,72,3,8
1991,42250000,106,4,3
1992,9000000,36,1,9
1993,13000000,88,2,2
1994,35421648,68,2,25
1995,8500000,37,1,5
1996,13600000,63,3,3
1997,6833769,26,1,13
1998,9842122,50,1,6
1999,12122000,40,1,7
2000,16050320,51,2,3
2001,16950000,71,3,2
2002,10000000,42,1,16
2003,14500000,41,1,2
2004,14900000,60,2,4
2005,5270000,41,1,4
2006,46400000,103,3,14
2007,12500000,48,1,5
2008,18447734,84,4,19
2009,17250000,54,2,15
2010,24231705,59,2,22
2011,12300000,45,2,5
2012,42000000,97,3,14
2013,11329741,95,2,8
2014,10143979,36,1,14
2015,7200000,33,1,16
2016,39300000,97,3,14
2017,10950000,53,2,13
2018,22757400,70,3,26
2019,26800000,83,3,5
2020,8600000,32,1,3
2021,9500000,43,1,3
2022,13000000,57,3,8
2023,44055900,75,3,3
2024,31900000,57,2,5
2025,8651900,24,1,6
2026,33050000,68,3,14
2027,11950000,83,3,11
2028,27000000,45,2,8
2029,13300000,60,2,3
2030,18940600,58,2,20
2031,9500000,67,2,3
2032,14000000,80,2,5
2033,9750000,46,1,12
2034,5200000,32,1,2
2035,5980000,45,1,10
2036,12000000,42,2,5
2037,5273729,35,1,1
2038,13500000,87,4,2
2039,41000000,118,3,2
2040,44821270,94,3,22
2041,11000000,58,2,17
2042,17500000,58,2,2
2043,13900000,81,3,2
2044,8100445,41,2,4
2045,6500000,33,1,10
2046,14100000,54,2,5
2047,13982500,59,2,8
2048,17000000,34,1,3
2049,7990000,43,2,2
2050,10500000,45,2,4
2051,12500000,38,1,3
2052,11465324,59,2,20
2053,17854760,53,1,19
2054,11700000,33,1,6
2055,20297460,66,3,6
2056,28550000,55,2,8
2057,16800000,72,3,14
2058,14126200,59,2,2
2059,45500000,68,2,6
2060,44198400,96,3,16
2061,14800000,37,1,21
2062,17000000,47,1,7
2063,7990000,36,1,11
2064,14926538,53,3,3
2065,18850000,43,1,23
2066,7700000,38,1,17
2067,11299000,57,2,1
2068,15553710,73,2,29
2069,9400000,35,1,2
2070,12800000,42,2,18
2071,8800000,34,1,2
2072,17200000,75,3,16
2073,17990000,62,2,4
2074,10600000,44,2,6
2075,25500000,45,1,13
2076,13370332,58,3,13
2077,7165752,34,2,3
2078,4300000,32,1,4
2079,12700000,87,3,3
2080,13000000,40,1,12
2081,14500000,60,3,6
2082,9276298,42,1,5
2083,7400000,35,1,4
2084,10290000,60,2,1
2085,31050000,58,2,22
2086,14000000,58,2,11
2087,9100000,37,2,3
2088,18700000,38,2,3
2089,14600000,50,2,13
2090,15600000,82,3,5
2091,46500000,85,3,9
2092,9825725,61,3,18
2093,9184420,45,2,3
2094,5252098,24,1,22
2095,9600000,73,2,7
2096,23500000,76,3,16
2097,8100000,46,1,19
2098,7395969,21,1,3
2099,15500000,57,3,3
2100,15900000,60,2,10
2101,8250000,35,1,17
2102,14450000,97,3,2
2103,6900000,32,1,2
2104,26000000,100,4,15
2105,4700000,28,1,17
2106,16000000,52,2,8
2107,18790000,40,1,2
2108,8200000,34,1,9
2109,10800000,43,1,4
2110,17000000,56,3,4
2111,8892764,40,1,2
2112,10900000,77,3,3
2113,17560912,40,1,14
2114,7899810,24,1,3
2115,23000000,80,3,2
2116,10300000,39,1,2
2117,30815540,72,2,4
2118,27500000,55,2,7
2119,8900000,34,1,5
2120,5950000,32,1,4
2121,36731682,94,4,3
2122,8200000,37,1,11
2123,6199000,33,1,6
2124,19500000,41,1,4
2125,19000000,78,3,6
2126,17000000,74,3,12
2127,14600000,60,3,7
2128,14500000,57,3,3
2129,17929158,41,1,5
2130,12500000,44,2,5
2131,34928774,92,3,18
2132,9188592,23,1,14
2133,30489200,84,3,2
2134,11332200,60,2,5
2135,8900000,55,2,4
2136,23999000,73,3,2
2137,9500000,33,1,12
2138,5900000,46,2,1
2139,39000000,97,4,5
2140,14800000,90,3,2
2141,41126404,94,3,11
2142,11500000,39,1,6
2143,15195035,55,3,8
2144,17920000,35,1,25
2145,17000000,40,1,11
2146,11500000,45,2,8
2147,23000000,56,1,5
2148,7100000,30,1,4
2149,39552900,89,3,12
2150,37999999,70,3,5
2151,9490000,43,2,2
2152,3957393,22,1,3
2153,17630000,77,3,8
2154,5873294,32,1,11
2155,11800000,40,1,1
2156,14000000,65,3,8
2157,15500000,58,2,11
2158,12500000,37,1,1
2159,22999000,77,3,3
2160,20950000,105,4,14
2161,3800000,22,1,1
2162,5150000,30,1,5
2163,15651885,83,4,17
2164,19700000,55,2,5
2165,3789302,26,1,13
2166,20500000,79,3,1
2167,24934560,54,1,11
2168,35100000,54,2,21
2169,8500000,63,3,9
2170,9200000,63,2,13
2171,5000000,31,1,1
2172,14300000,65,3,3
2173,9920451,32,1,17
2174,12000000,35,1,9
2175,16250000,47,2,12
